Key,Publication Year,Author,Title,DOI,Url,Date,File Attachments,pdf location,filename,txt location,txtname,paper abstract
ID7C2N3U,2012,"Blakeley, Jaishri",Development of drug treatments for neurofibromatosis type 2-associated vestibular schwannoma:,10.1097/MOO.0b013e328357d2ee,http://content.wkhealth.com/linkback/openurl?sid=WKPTLP:landingpage&an=00020840-201210000-00006,2012-10,C:\Users\cliu\Zotero\storage\WJ2HVKCH\Blakeley - 2012 - Development of drug treatments for neurofibromatos.pdf,grants-analysis-data\papers\pdf\10.1097_MOO.0b013e328357d2ee.pdf,10.1097_MOO.0b013e328357d2ee.pdf,grants-analysis-data\papers\txt\10.1097_MOO.0b013e328357d2ee.txt,10.1097_MOO.0b013e328357d2ee.txt,"Although a great deal of work is ongoing to understand the multiple effects of the lack of the regulating protein Merlin on tumorgenesis in patients with NF2, advances are ongoing with clinical therapeutics. There is cause for enthusiasm based on recent results with antiangiogenesis therapy in select patients with NF2 and progressive vestibular schwannomas; however, awareness of the notable risks and limitations of therapies currently in development is required."
AW5J9CU3,2017,"Mitra, Ileena; Lavillaureix, Alinoë; Yeh, Erika; Traglia, Michela; Tsang, Kathryn; Bearden, Carrie E.; Rauen, Katherine A.; Weiss, Lauren A.",Reverse Pathway Genetic Approach Identifies Epistasis in Autism Spectrum Disorders,10.1371/journal.pgen.1006516,http://dx.plos.org/10.1371/journal.pgen.1006516,1/11/2017,C:\Users\cliu\Zotero\storage\VBUNJYIR\Mitra et al. - 2017 - Reverse Pathway Genetic Approach Identifies Epista.pdf,grants-analysis-data\papers\pdf\10.1371_journal.pgen.1006516.pdf,10.1371_journal.pgen.1006516.pdf,grants-analysis-data\papers\txt\10.1371_journal.pgen.1006516.txt,10.1371_journal.pgen.1006516.txt,"Although gene-gene interaction, or epistasis, plays a large role in complex traits in model organisms, genome-wide by genome-wide searches for two-way interaction have limited power in human studies. We thus used knowledge of a biological pathway in order to identify a contribution of epistasis to autism spectrum disorders (ASDs) in humans, a reverse-pathway genetic approach. Based on previous observation of increased ASD symptoms in Mendelian disorders of the Ras/MAPK pathway (RASopathies), we showed that common SNPs in RASopathy genes show enrichment for association signal in GWAS (P = 0.02). We then screened genome-wide for interactors with RASopathy gene SNPs and showed strong enrichment in ASD-affected individuals (P < 2.2 x 10?16), with a number of pairwise interactions meeting genome-wide criteria for significance. Finally, we utilized quantitative measures of ASD symptoms in RASopathy-affected individuals to perform modifier mapping via GWAS. One top region overlapped between these independent approaches, and we showed dysregulation of a gene in this region, GPR141, in a RASopathy neural cell line. We thus used orthogonal approaches to provide strong evidence for a contribution of epistasis to ASDs, confirm a role for the Ras/MAPK pathway in idiopathic ASDs, and to identify a convergent candidate gene that may interact with the Ras/MAPK pathway."
NUHJCBUH,2012,"Pasmant, Eric; Vidaud, Michel; Vidaud, Dominique; Wolkenstein, Pierre",Neurofibromatosis type 1: from genotype to phenotype,10.1136/jmedgenet-2012-100978,http://jmg.bmj.com/lookup/doi/10.1136/jmedgenet-2012-100978,2012-08,C:\Users\cliu\Zotero\storage\NUUYZGUY\Pasmant et al. - 2012 - Neurofibromatosis type 1 from genotype to phenoty.pdf,grants-analysis-data\papers\pdf\10.1136_jmedgenet-2012-100978.pdf,10.1136_jmedgenet-2012-100978.pdf,grants-analysis-data\papers\txt\10.1136_jmedgenet-2012-100978.txt,10.1136_jmedgenet-2012-100978.txt,"Although neuroﬁbromatosis 1 (NF1) is a common Mendelian disorder with autosomal-dominant inheritance, its expression is highly variable and unpredictable. Many NF1 patients have been genotyped but few allelephenotype correlations have been identiﬁed. NF1 genotype-phenotype correlations are difﬁcult to identify because of the complexity of the NF1 phenotype, its strong age dependency, the relatedness of many clinical features and the huge heterogeneity of pathogenic NF1 mutations. Some NF1 patients with a given NF1 mutation may develop very severe disease while others with the same mutation have only mild symptoms. This phenotypic variability may be due to both modiﬁer genes and environmental factors. Recent targeted strategies have identiﬁed several interesting candidate modiﬁer genes."
4FG3AW7C,2015,"Rhodes, Steven D; Yang, Hao; Dong, Ruizhi; Menon, Keshav; He, Yongzheng; Li, Zhaomin; Chen, Shi; Staser, Karl W; Jiang, Li; Wu, Xiaohua; Yang, Xianlin; Peng, Xianghong; Mohammad, Khalid S; Guise, Theresa A; Xu, Mingjiang; Yang, Feng-Chun","<i>Nf1</i> Haploinsufficiency Alters Myeloid Lineage Commitment and Function, Leading to Deranged Skeletal Homeostasis: <i>NF1</i> HAPLOINSUFFICIENCY IN MYELOID CELLS",10.1002/jbmr.2538,http://doi.wiley.com/10.1002/jbmr.2538,2015-10,C:\Users\cliu\Zotero\storage\QIXT5SVI\Rhodes et al. - 2015 - iNf1i Haploinsufficiency Alters Myeloid Linea.pdf,grants-analysis-data\papers\pdf\10.1002_jbmr.2538.pdf,10.1002_jbmr.2538.pdf,grants-analysis-data\papers\txt\10.1002_jbmr.2538.txt,10.1002_jbmr.2538.txt,"Although nullizygous loss of NF1 leads to myeloid malignancies, haploinsufﬁcient loss of NF1 (Nf1) has been shown to contribute to osteopenia and osteoporosis which occurs in approximately 50% of neuroﬁbromatosis type 1 (NF1) patients. Bone marrow mononuclear cells of haploinsufﬁcient NF1 patients and Nf1+/– mice exhibit increased osteoclastogenesis and accelerated bone turnover; however, the culprit hematopoietic lineages responsible for perpetuating these osteolytic manifestations have yet to be elucidated. Here we demonstrate that conditional inactivation of a single Nf1 allele within the myeloid progenitor cell population (Nf1-LysM) is necessary and sufﬁcient to promote multiple osteoclast gains-in-function, resulting in enhanced osteoclastogenesis and accelerated osteoclast bone lytic activity in response to proresorptive challenge in vivo. Surprisingly, mice conditionally Nf1 heterozygous in mature, terminally differentiated osteoclasts (Nf1-Ctsk) do not exhibit any of these skeletal phenotypes, indicating a critical requirement for Nf1 haploinsufﬁciency at a more primitive/progenitor stage of myeloid development in perpetuating osteolytic activity. We further identiﬁed p21Ras-dependent hyperphosphorylation of Pu.1 within the nucleus of Nf1 haploinsufﬁcient myelomonocytic osteoclast precursors, providing a novel therapeutic target for the potential treatment of NF1 associated osteolytic manifestations. © 2015 American Society for Bone and Mineral Research."
IBZ4PDG9,2014,"Maertens, O.; Cichowski, K.",Paths of Resistance to EGFR Inhibitors: Is NF Enough?,10.1158/2159-8290.CD-14-0286,http://cancerdiscovery.aacrjournals.org/cgi/doi/10.1158/2159-8290.CD-14-0286,5/1/2014,C:\Users\cliu\Zotero\storage\5AEVV35G\Maertens and Cichowski - 2014 - Paths of Resistance to EGFR Inhibitors Is NF Enou.pdf,grants-analysis-data\papers\pdf\10.1158_2159-8290.CD-14-0286.pdf,10.1158_2159-8290.CD-14-0286.pdf,grants-analysis-data\papers\txt\10.1158_2159-8290.CD-14-0286.txt,10.1158_2159-8290.CD-14-0286.txt,"Although the majority of patients with EGFR-mutant lung cancer respond well to EGF receptor (EGFR) tyrosine kinase inhibitors (TKI), all patients eventually develop resistance. The mechanism of acquired resistance is still unknown for a considerable subset of cases. This study reveals the NF1 tumor suppressor gene as a new mediator of resistance to EGFR TKIs and provides a mechanistic rationale for developing combination therapies. Cancer Discov; 4(5); 519–21. ©2014 AACR."
7RNGRWDU,2012,"Zhu, Shizhen; Lee, Jeong-Soo; Guo, Feng; Shin, Jimann; Perez-Atayde, Antonio R.; Kutok, Jeffery L.; Rodig, Scott J.; Neuberg, Donna S.; Helman, Daniel; Feng, Hui; Stewart, Rodney A.; Wang, Wenchao; George, Rani E.; Kanki, John P.; Look, A. Thomas",Activated ALK Collaborates with MYCN in Neuroblastoma Pathogenesis,10.1016/j.ccr.2012.02.010,http://linkinghub.elsevier.com/retrieve/pii/S153561081200075X,2012-03,C:\Users\cliu\Zotero\storage\E5XP9AP2\Zhu et al. - 2012 - Activated ALK Collaborates with MYCN in Neuroblast.pdf,grants-analysis-data\papers\pdf\10.1016_j.ccr.2012.02.010.pdf,10.1016_j.ccr.2012.02.010.pdf,grants-analysis-data\papers\txt\10.1016_j.ccr.2012.02.010.txt,10.1016_j.ccr.2012.02.010.txt,"Ampliﬁcation of the MYCN oncogene in childhood neuroblastoma is often accompanied by mutational activation of ALK (anaplastic lymphoma kinase), suggesting their pathogenic cooperation. We generated a transgenic zebraﬁsh model of neuroblastoma in which MYCN-induced tumors arise from a subpopulation of neuroblasts that migrate into the adrenal medulla analog following organogenesis. Coexpression of activated ALK with MYCN in this model triples the disease penetrance and markedly accelerates tumor onset. MYCN overexpression induces adrenal sympathetic neuroblast hyperplasia, blocks chromafﬁn cell differentiation, and ultimately triggers a developmentally-timed apoptotic response in the hyperplastic sympathoadrenal cells. Coexpression of activated ALK with MYCN provides prosurvival signals that block this apoptotic response and allow continued expansion and oncogenic transformation of hyperplastic neuroblasts, thus promoting progression to neuroblastoma."
Z759R6YY,2018,"Moutal, Aubin; Sun, Li; Yang, Xiaofang; Li, Wennan; Cai, Song; Luo, Shizhen; Khanna, Rajesh",CRMP2–Neurofibromin Interface Drives NF1-related Pain,10.1016/j.neuroscience.2018.04.002,https://linkinghub.elsevier.com/retrieve/pii/S0306452218302537,2018-06,C:\Users\cliu\Zotero\storage\UK4774KW\Moutal et al. - 2018 - CRMP2–Neurofibromin Interface Drives NF1-related P.pdf,grants-analysis-data\papers\pdf\10.1016_j.neuroscience.2018.04.002.pdf,10.1016_j.neuroscience.2018.04.002.pdf,grants-analysis-data\papers\txt\10.1016_j.neuroscience.2018.04.002.txt,10.1016_j.neuroscience.2018.04.002.txt,"An understudied symptom of the genetic disorder Neuroﬁbromatosis type 1 (NF1) is chronic idiopathic pain. We used targeted editing of Nf1 in rats to provide direct evidence of a causal relationship between neuroﬁbromin, the protein product of the Nf1 gene, and pain responses. Our study data identiﬁed a protein-interaction network with collapsin response meditator protein 2 (CRMP2) as a node and neuroﬁbromin, syntaxin 1A, and the N-type voltage-gated calcium (CaV2.2) channel as interaction edges. Neuroﬁbromin uncouples CRMP2 from syntaxin 1A. Upon loss/mutation of neuroﬁbromin, as seen in patients with NF1, the CRMP2/Neuroﬁbromin interaction is uncoupled, which frees CRMP2 to interact with both syntaxin 1A and CaV2.2, culminating in increased release of the pro-nociceptive neurotransmitter calcitonin gene-related peptide (CGRP). Our work also identiﬁed the CRMP2-derived peptide CNRP1, which uncoupled CRMP2’s interactions with neuroﬁbromin, syntaxin 1A, as well as CaV2.2. Here, we tested if CRISPR/Cas9-mediated editing of the Nf1 gene, which leads to functional remodeling of peripheral nociceptors through e?ects on the tetrodotoxin-sensitive (TTX-S) Na+ voltage-gated sodium channel (NaV1.7) and CaV2.2, could be a?ected using CNRP1, a peptide designed to target the CRMP2–neuroﬁbromin interface. The data presented here shows that disrupting the CRMP2–neuroﬁbromin interface is su?cient to reverse the dysregulations of voltage-gated ion channels and neurotransmitter release elicited by Nf1 gene editing. As a consequence of these e?ects, the CNRP1 peptide reversed hyperalgesia to thermal stimulation of the hindpaw observed in Nf1-edited rats. Our ﬁndings support future pharmacological targeting of the CRMP2/ neuroﬁbromin interface for NF1-related pain relief. Ó 2018 IBRO. Published by Elsevier Ltd. All rights reserved."
8SKEDGHQ,2011,"Gouzi, Jean Y.; Moressis, Anastasios; Walker, James A.; Apostolopoulou, Anthi A.; Palmer, Ruth H.; Bernards, André; Skoulakis, Efthimios M. C.",The Receptor Tyrosine Kinase Alk Controls Neurofibromin Functions in Drosophila Growth and Learning,10.1371/journal.pgen.1002281,http://dx.plos.org/10.1371/journal.pgen.1002281,9/15/2011,C:\Users\cliu\Zotero\storage\T984X4Q7\Gouzi et al. - 2011 - The Receptor Tyrosine Kinase Alk Controls Neurofib.pdf,grants-analysis-data\papers\pdf\10.1371_journal.pgen.1002281.pdf,10.1371_journal.pgen.1002281.pdf,grants-analysis-data\papers\txt\10.1371_journal.pgen.1002281.txt,10.1371_journal.pgen.1002281.txt,"Anaplastic Lymphoma Kinase (Alk) is a Receptor Tyrosine Kinase (RTK) activated in several cancers, but with largely unknown physiological functions. We report two unexpected roles for the Drosophila ortholog dAlk, in body size determination and associative learning. Remarkably, reducing neuronal dAlk activity increased body size and enhanced associative learning, suggesting that its activation is inhibitory in both processes. Consistently, dAlk activation reduced body size and caused learning deficits resembling phenotypes of null mutations in dNf1, the Ras GTPase Activating Protein-encoding conserved ortholog of the Neurofibromatosis type 1 (NF1) disease gene. We show that dAlk and dNf1 co-localize extensively and interact functionally in the nervous system. Importantly, genetic or pharmacological inhibition of dAlk rescued the reduced body size, adult learning deficits, and Extracellular-Regulated-Kinase (ERK) overactivation dNf1 mutant phenotypes. These results identify dAlk as an upstream activator of dNf1-regulated Ras signaling responsible for several dNf1 defects, and they implicate human Alk as a potential therapeutic target in NF1."
Q55WA7XC,2011,"You, W.-K.; Sennino, B.; Williamson, C. W.; Falcon, B.; Hashizume, H.; Yao, L.-C.; Aftab, D. T.; McDonald, D. M.",VEGF and c-Met Blockade Amplify Angiogenesis Inhibition in Pancreatic Islet Cancer,10.1158/0008-5472.CAN-10-2527,http://cancerres.aacrjournals.org/cgi/doi/10.1158/0008-5472.CAN-10-2527,7/15/2011,C:\Users\cliu\Zotero\storage\VRIB498V\You et al. - 2011 - VEGF and c-Met Blockade Amplify Angiogenesis Inhib.pdf,grants-analysis-data\papers\pdf\10.1158_0008-5472.CAN-10-2527.pdf,10.1158_0008-5472.CAN-10-2527.pdf,grants-analysis-data\papers\txt\10.1158_0008-5472.CAN-10-2527.txt,10.1158_0008-5472.CAN-10-2527.txt,"Angiogenesis inhibitors that block VEGF receptor (VEGFR) signaling slow the growth of many types of tumors, but eventually the disease progresses. Multiple strategies are being explored to improve efficacy by concurrent inhibition of other functionally relevant receptor tyrosine kinases (RTK). XL880 (foretinib, GSK1363089) and XL184 (cabozantinib) are small-molecule inhibitors that potently block multiple RTKs, including VEGFR and the receptor of hepatocyte growth factor c-Met, which can drive tumor invasion and metastasis. This study compared the cellular effects of XL880 and XL184 with those of an RTK inhibitor (XL999) that blocks VEGFR but not c-Met. Treatment of RIP-Tag2 mice with XL999 resulted in 43% reduction in vascularity of spontaneous pancreatic islet tumors over 7 days, but treatment with XL880 or XL184 eliminated approximately 80% of the tumor vasculature, reduced pericytes and empty basement membrane sleeves, caused widespread intratumoral hypoxia and tumor cell apoptosis, and slowed regrowth of the tumor vasculature after drug withdrawal. Importantly, XL880 and XL184 also decreased invasiveness of primary tumors and reduced metastasis. Overall, these findings indicate that inhibition of c-Met and functionally related kinases amplifies the effects of VEGFR blockade and leads to rapid, robust, and progressive regression of tumor vasculature, increased intratumoral hypoxia and apoptosis, and reduced tumor invasiveness and metastasis. Cancer Res; 71(14); 4758–68. Ó2011 AACR."
AQBBWUCG,2007,"Anlauf, Martin; Garbrecht, Nele; Bauersfeld, Juliane; Schmitt, Anja; Henopp, Tobias; Komminoth, Paul; Heitz, Philipp U.; Perren, Aurel; Klöppel, Günter",Hereditary neuroendocrine tumors of the gastroenteropancreatic system,10.1007/s00428-007-0450-3,http://link.springer.com/10.1007/s00428-007-0450-3,2007-08,C:\Users\cliu\Zotero\storage\BRCTZZTE\Anlauf et al. - 2007 - Hereditary neuroendocrine tumors of the gastroente.pdf,grants-analysis-data\papers\pdf\10.1007_s00428-007-0450-3.pdf,10.1007_s00428-007-0450-3.pdf,grants-analysis-data\papers\txt\10.1007_s00428-007-0450-3.txt,10.1007_s00428-007-0450-3.txt,"Approximately 5–10% of neuroendocrine tumors (NETs) of the gastroenteropancreatic system (GEP) have a hereditary background. The known inherited syndromes include multiple endocrine neoplasia type 1, neurofibromatosis type 1, von Hippel–Lindau disease, and the tuberous sclerosis complex. This review discusses for each of these syndromes the: (1) involved genes and specific types of mutations, (2) disease prevalence and penetrance, (3) affected neuroendocrine tissues and related clinical syndromes, (4) special morphological features of NETs and their putative precursor lesions. In addition, GEP-NETs clustering in individual families or associated with other malignancies without known genetic background are discussed."
24SVH2RT,2006,"van Tilborg, Angela AG; Morolli, Bruno; Giphart-Gassler, Micheline; de Vries, Annie; van Geenen, Daniëlle AN; Lurkin, Irene; Kros, Johan M; Zwarthoff, Ellen C",Lack of genetic and epigenetic changes in meningiomas without NF2 loss,10.1002/path.1909,http://doi.wiley.com/10.1002/path.1909,2006-03,C:\Users\cliu\Zotero\storage\LLV4Q7NE\van Tilborg et al. - 2006 - Lack of genetic and epigenetic changes in meningio.pdf,grants-analysis-data\papers\pdf\10.1002_path.1909.pdf,10.1002_path.1909.pdf,grants-analysis-data\papers\txt\10.1002_path.1909.txt,10.1002_path.1909.txt,"Approximately 60% of sporadic meningiomas are caused by inactivation of the NF2 tumour suppressor gene. The causative gene for the remaining meningiomas is unknown. Previous studies have shown that these tumours have no recurrent karyotypic abnormalities. They differ from their NF2-related counterparts in that they are more often of the meningothelial subtype and are located preferentially in the anterior skull base. To gain more insight into the aetiology of these tumours, we studied genetic and epigenetic alterations in 25 meningiomas without NF2 involvement. We ﬁrst established a genome-wide allelotype using 3 microsatellite markers per chromosome arm. Loss of heterozygosity (LOH) was detected at a low frequency and no indication for the location of putative tumour suppressor genes could be established. We next screened the subtelomeric regions by using 2–3 polymorphic markers close to each telomere. Again no evidence for LOH of a particular chromosome arm was obtained, and no LOH was found in the genomic regions containing the NF2-related ERM family members ezrin and radixin, DAL-1, protein 4.1R, and TSLC1. Mutations in the X-chromosome based family member, moesin, were analysed by SSCP and were not detected. Microsatellite instability was studied using 6 commonly used markers but none of these was altered in any meningioma. Methylation was detected in 5 of 16 genes (NF2, p14ARF , CDH1, BRCA1, RB1 ) previously shown to be silenced in a variety of tumour types. However, methylation percentages for these genes were generally higher in a group of NF2related meningiomas, with the exception of the BRCA1 gene. The NF2 gene was methylated in only 1 of 21 tumours. In conclusion, meningiomas with an intact NF2 gene have a normal karyotype and no obvious genetic or epigenetic aberrations, suggesting that the gene(s) involved in the pathogenesis of these tumours are altered by smaller events than can be detected with the techniques used in our study."
IU7KVRT3,2011,"DeLucia, Tracey A; Yohay, Kaleb; Widmann, Roger F",Orthopaedic aspects of neurofibromatosis: update:,10.1097/MOP.0b013e32834230ce,https://insights.ovid.com/crossref?an=00008480-201102000-00009,2011-02,C:\Users\cliu\Zotero\storage\7GL5JHKL\DeLucia et al. - 2011 - Orthopaedic aspects of neurofibromatosis update.pdf,grants-analysis-data\papers\pdf\10.1097_MOP.0b013e32834230ce.pdf,10.1097_MOP.0b013e32834230ce.pdf,grants-analysis-data\papers\txt\10.1097_MOP.0b013e32834230ce.txt,10.1097_MOP.0b013e32834230ce.txt,"As animal models improve and clinical trials proceed, there is momentum toward eliminating the musculoskeletal morbidity associated with NF-1."
X97XED3K,2007,"McClatchey, Andrea I.",Neurofibromatosis,10.1146/annurev.pathol.2.010506.091940,http://www.annualreviews.org/doi/10.1146/annurev.pathol.2.010506.091940,2007-02,C:\Users\cliu\Zotero\storage\8IC5WZU8\McClatchey - 2007 - Neurofibromatosis.pdf; C:\Users\cliu\Zotero\storage\GXJBAFLZ\McClatchey - 2007 - Neurofibromatosis.pdf,grants-analysis-data\papers\pdf\10.1146_annurev.pathol.2.010506.091940.pdf,10.1146_annurev.pathol.2.010506.091940.pdf,grants-analysis-data\papers\txt\10.1146_annurev.pathol.2.010506.091940.txt,10.1146_annurev.pathol.2.010506.091940.txt,"As familial cancer syndromes, the neuroﬁbromatoses exhibit complex phenotypes, comprising a range of tumor and nontumor manifestations. Although the three recognized forms of neuroﬁbromatosis (NF1, NF2, and schwannomatosis) all feature the development of nervous system tumors, their underlying genetic bases are clearly distinct. The most prominent common feature of all three is the appearance of Schwann cell–initiated tumorigenesis of the peripheral nervous system. Recent progress in delineating the molecular function of the NF1- and NF2-encoded proteins, together with the development and use of manipulable mouse models, has led to important advances in understanding the pathogenesis of many features of neuroﬁbromatosis. An important outcome of the study of neuroﬁbromatosis-associated tumorigenesis has been insight into the more general molecular and cellular bases of nervous system tumors."
X6WFH6UF,2008,"Plotkin, Scott R; Singh, Marybeth A; O'Donnell, Caroline C; Harris, Gordon J; McClatchey, Andrea I; Halpin, Chris",Audiologic and radiographic response of NF2-related vestibular schwannoma to erlotinib therapy,10.1038/ncponc1157,http://www.nature.com/doifinder/10.1038/ncponc1157,2008-08,C:\Users\cliu\Zotero\storage\6NPES6ZM\10.1038_ncponc1157.PDF; C:\Users\cliu\Zotero\storage\NQ8ULBJ9\Plotkin et al. - 2008 - Audiologic and radiographic response of NF2-relate.pdf; ,grants-analysis-data\papers\pdf\10.1038_ncponc1157.pdf,10.1038_ncponc1157.pdf,grants-analysis-data\papers\txt\10.1038_ncponc1157.txt,10.1038_ncponc1157.txt,"Background A 48-year-old man presented to a neurologist with complaints of bilateral hearing loss and tinnitus. The patient was a member of a large family affected by neurofibromatosis type 2 and first noted hearing loss 10 years before presentation. Investigations Medical and neurological examination, MRI scan of the brain and spinal cord, pure-tone audiometry, NU–6 monosyllabic word test with phoneme scoring, City University of New York topic-related sentences test, noise/voice test of minimal auditory capability battery. Diagnosis Progressive neurofibromatosis-type-2-related vestibular schwannomas. Management Annual cranial MRI and audiology, surgical resection of right vestibular schwannoma, high-power behind-the-ear hearing aid, erlotinib therapy for progressive left vestibular schwannoma."
ZWJJCF4L,2015,"Jain, R.; Griffith, B.; Alotaibi, F.; Zagzag, D.; Fine, H.; Golfinos, J.; Schultz, L.",Glioma Angiogenesis and Perfusion Imaging: Understanding the Relationship between Tumor Blood Volume and Leakiness with Increasing Glioma Grade,10.3174/ajnr.A4405,http://www.ajnr.org/lookup/doi/10.3174/ajnr.A4405,2015-11,C:\Users\cliu\Zotero\storage\2B73M5CD\Jain et al. - 2015 - Glioma Angiogenesis and Perfusion Imaging Underst.pdf,grants-analysis-data\papers\pdf\10.3174_ajnr.A4405.pdf,10.3174_ajnr.A4405.pdf,grants-analysis-data\papers\txt\10.3174_ajnr.A4405.txt,10.3174_ajnr.A4405.txt,"BACKGROUND AND PURPOSE: The purpose of this study was to investigate imaging correlates to the changes occurring during angiogenesis in gliomas. This was accomplished through in vivo assessment of vascular parameters (relative CBV and permeability surface-area product) and their changing relationship with increasing glioma grade. MATERIALS AND METHODS: Seventy-six patients with gliomas underwent preoperative perfusion CT and assessment of relative CBV and permeability surface-area product. Regression analyses were performed to assess the rate of change between relative CBV and permeability surface-area product and to test whether these differed for distinct glioma grades. The ratio of relative CBV to permeability surface-area product was also computed and compared among glioma grades by using analysis of variance methods. RESULTS: The rate of change in relative CBV with respect to permeability surface-area product was highest for grade II gliomas followed by grade III and then grade IV (1.64 versus 0.91 versus 0.27, respectively). The difference in the rate of change was signiﬁcant between grade III and IV (P ? .003) and showed a trend for grades II and IV (P ? .098). Relative CBV/permeability surface-area product ratios were the highest for grade II and lowest for grade IV. The pair-wise difference among all 3 groups was signiﬁcant (P ? .001). CONCLUSIONS: There is an increase in relative CBV more than permeability surface-area product in lower grade gliomas, whereas in grade III and especially grade IV gliomas, permeability surface-area product increases much more than relative CBV. The rate of change of relative CBV with respect to permeability surface-area product and relative CBV/permeability surface-area product ratio can serve as an imaging correlate to changes occurring at the tumor microvasculature level."
